NU_INSCRICAO,NU_NOTA_MT
5357b6c09be4c7f3829b72f80de846a9228253cb,-3274165187139.914
8d5c4481d736f6ce27976e400f4245bf10757608,418.6956629753113
226b53de56347e3f9b52c8e0ab811fb82e96b3fb,-3274165187152.731
089613ac7dca24109f84c72a97c83b2768b1df1c,-3274165187174.491
527773409bf373301dbd835e59a263c035c043b8,-3274165187177.545
45c95a1640ada5c9206fde19c4ccf68929c5ec0c,-3274165187180.0586
c4cea54435c0fd0e171eed4c215479bb3ca86113,451.3219561576843
7d5cd89c6112b9a202a025a24355135bc60848c6,473.0573344230652
b70ab62384aa80545928a311f5b5d3db2f4d87ee,514.4793925285339
c96431dd924f366d2229a7f1455388b8cd85be49,595.040461063385
1b72da5bb82cc150ecfe71218c02f155d694230b,-3274165187154.7944
e429507efe1c2680cc464481850117d17083cd88,-3274165187149.474
dbaa6ee7502cbebb6f058fed5d2f960b19f451ac,409.5872645378113
e724482370ae6126008ade80b564ad8d8a0a7cbd,444.68483209609985
2ef4e2788e2f815f9a885c899f75d5dfeb234a02,596.9124207496643
c8762fee25b022eb5b4918f8f689e4fb6d19f73c,-3274165187171.0
e14241b5119dc1ff2c99b9c0c478aad23d9d9d05,489.73221158981323
7f898f8939ae054359f83ee154bb91bc7dd2c959,525.9804348945618
3c52d067408ec25a676b6fbf5b5c6d63c77cb6bf,472.0375771522522
82e3b12c6366008fabc238f299f117074e78de5d,401.1323609352112
0d838be0e718ceb786cdb10fcc12559e00440240,509.37370252609253
1b092b6c437359bb84f0d0f8d1286a1083d0e0d4,448.2012286186218
5a9d89465845ac2d81366275cbb1a81d627efd36,-3274165187158.1484
c83fe640ba466ba904ac1055e53a875289888797,431.8465495109558
8855ae8971b9bd9b02c45a82c6c894a2e76ca542,480.51817655563354
a2945f1e7fbadac669590b7d9fafb6c900bca3d0,376.2842698097229
328639a0c753715c30a58bae70c82f2101153eb3,440.91768980026245
ffc5eb6764d7640edfbdaf4648cd54a12c94dea9,-3274165187147.5093
643a0eb394b50694c74d5b5fc70b7f7f7c93f9c7,541.3770098686218
f56746cc2900258507d2b32c126f8db090db856f,451.93281507492065
1a4963b5fea8bb25c67750cdafbe84b01efad177,401.89538526535034
b520c940e62f4ed684417e7eacf00d85752060da,484.761839389801
2e170cf2651ed448991af6fc5df15167733b2d8f,513.6830258369446
6efdd93a0ae289be6bb5a400bfc1deb077d75886,391.82539319992065
72ac2acc787d8cba0934cca3810ac091d792c8db,499.68658781051636
92a25eee14554806f081869cc9dac868fd1860fb,429.26964807510376
1f12a9b01eb9ef227a5482f498f3354bd485d9a3,401.4727244377136
acfcaf61fe2a8ec90ea2648c3125b7dc4dd13b74,432.5791621208191
7ec2f787b9f57044bd98c0d4854f521c9f9ec635,567.0738062858582
e8d2d318a1e057e9cac8384f1269a86c4b36e0a7,411.19824838638306
1730807e4916c5f7e8ab21e02ac5657bcea3e732,-3274165187146.256
b45fb481022f31dd47c63c1c3e2ccc3b5915b67d,461.31212186813354
1a46d99716282410d1170f0f35069b34e34415d4,501.62611150741577
0467e022da4ef897f666bc76f31e1bc8976f7e92,467.7504630088806
993aca0d5eac6741117947c82a3647102096255e,464.28461027145386
94c96ade6ade21deb080bba6aad537fc4f195d47,484.6950526237488
36bb672077a46a3e4755cef90437a616d28bdf23,431.44597864151
e406adf1d4712381dcd4d1c9d78fc9d7f14ff450,384.18129301071167
328ca19128d276eb4fbc309c54ec7f346c803d2f,704.4564127922058
27cdb62f0a2a5467efeb30aafbf246ed2320c532,409.3315224647522
c52cae37c3653620bbec72264c502f45ca2a8671,-3274165187148.559
f9ef2695eb0986666093945894b8f2fee351bf22,534.5258173942566
2178c497293d0cab01ce74f5105b1a398fb12d8e,-3274165187178.598
e21faa0c07406dde71ec02f266b19b314ba8b0e2,-3274165187165.7705
8a021391cdaac100dab56c59284bd50137a74129,567.7478709220886
12ee0df69325d97cb95404958c4acf4112aeab8a,-3274165187150.6943
b4ea8e8529711d52ed85b1a1f8ea0180bda442b8,485.34463453292847
66cf0f8b5af2466f9616fd15c0c10344df84982a,-3274165187116.2236
720ef6c1d6cb4978762fb0edf4e55fd8303fe35a,441.19648694992065
60edc5708acd60680891ea15379dd07c7a5924ff,-3274165187167.2407
b9f786712775e0d1d735398d710b01f404c985a3,381.34084939956665
564958997e204bda06fbe90afc4722805c78a855,573.5693545341492
36f38ea81d1305770cd5153f1e1667fe8a1eb47f,391.0721011161804
527098f4ee3ceb5c393981930d23b8fe154f4db9,-3274165187180.8364
5a42c3f801e77d628649a6c34f3a4e5b80f232f7,477.32352781295776
8296743fdd105ce9183561cf5b359b0a3781465e,437.6795611381531
a3b79e8c739832c77df2ba6bcdb23a7518155a33,-3274165187138.3076
6602c7f15a1fdd082265b64976448c6809df792d,446.02536249160767
31ae66f0fe024acae4490915c348e487f2367574,492.9790749549866
81901aa980653106e64863d957387d24e2c00af3,418.4179148674011
28e10d1bd0b6effe0edd503446ebda948ad240ad,411.5653872489929
53a7ee52a87f80241e2ca13c923e06b72bf3a059,425.66324186325073
50be5f75fdaedae454b0c3d63b7277854bd08d8f,-3274165187153.163
82bbb4f6c87f03eecd6a3eb7d03a398bb82d155d,-3274165187137.2266
0e2c166db6aa7deccbe4896423a1d68f6d57b0f1,544.077250957489
d1e2b5c758988b6d69e90aedab3e02cae47d61c4,-3274165187169.96
02681b5c893b94db204713cb4b20dde6fc3f2f95,517.9947209358215
6ce4c0e0784b3881b36b3d1c047ac6ad121681da,410.851984500885
829dd51f77f3ae74c2216de2d86139bd0a03367c,-3274165187118.3594
28c6829e69879bc1d34db1cd51b89562d3cc596b,522.3693690299988
ecb9f0d7a261c9f27865ea22f2e643701f721eb6,476.66158151626587
96715a069fbcb2e84b26a01563921962ccc4601e,-3274165187116.7363
923538833160e8432636c88e8119378a43b3d766,464.7804112434387
aacb834258765a2959ee63c57d2be4923d11a696,438.0644373893738
c32e484025571dd94255a77f21de08ab8d2aaba8,471.39141035079956
d425deeec0a3c7006f14d732eff8933d5155067f,484.94438219070435
f7e7aa93db083d1f25b43cccf4ad2c03a7953cd3,477.71507596969604
716a178e9a6f7791b820da77879943ac9040a547,471.0973267555237
430212cd8767ef2bff8cda0f61729203fef7523e,402.40306329727173
e97d33221238e445688a0e984778d4ecac788be2,496.33129835128784
695c9481580951d830c4431fc6c9dee778ba9ca1,-3274165187149.2646
4bc5712bdb9067b1814e969e71d5cdad59bb38d4,495.17032957077026
0411742cbb54fe1b6927b25f0bb52b885828c828,433.1075129508972
780505a9d5fc3c6da53686c0cc8bd871f4db00bc,385.0921959877014
bc40729846bf209b06e2a9a890e01d4e6780f5b4,-3274165187139.0815
e4e7a38b58319ad0a5cde4848622b21783c907e9,493.8456254005432
9c5a0a82074c75cb072752d71da42b9c6c27b0a3,560.4851412773132
aec1b63c3f0c9554e533752d8fe138ca82101d4a,437.30071210861206
4cc0fd1efaa148872a1f9edc1b44efef48c91c2b,500.97885847091675
4b48d500ba4410546ce01f7f6d44bcbafa73994f,412.2731385231018
edf33c347c866d26872f540bcc1f6ae415f3294c,475.615656375885
54f4e6037b9d1eb4a2a134306d37176787f1c1d3,491.92898511886597
3a265ea6ebdc4eb2520db912adf5592f03b3d634,413.4266324043274
99bfcef2dc3695a617f241bfd3b6ead3fd653d41,-3274165187179.962
0ade5488fd62db34c11a369bdbb4327faacc1635,-3274165187140.522
e418fbb77e6ff4103205f3b7f6a66d53183d809b,436.3926692008972
8ddbfe70cd41135cb6f125335a48d100789edbf7,372.4003176689148
fa2f4f80278ac5441ab2f2d8c02a9f920ba6c119,-3274165187135.756
1d3e406d0223d4cb0328850d689ba9fcadf62776,433.395423412323
67d9e9d6629fff7ad9cdb0f1e48c76865637aa73,-3274165187175.0293
ecaf075653faf2dcdf946c0ce50629f5083347c0,429.09934663772583
7a2bba61a48894f9bd6fc981f77f2b627b0d8ae6,483.34477949142456
d43894c5e83bb3a7e5000636295b0b050de19309,-3274165187172.907
5b7877d12550dd35d27a02b66a13f2a27bce11ca,454.94741773605347
18f800ec03e33ebad5fb97aa8465dd3e5961337e,426.31202268600464
bb39cc6296f2c9da3963994899c5c34b50965720,-3274165187159.774
76facda8958cbaf5dba09a4d35d3b4de7596a49d,-3274165187171.0
b05356be088f726b5ba7e0b0a9aa1b5cf4157b2a,509.60803174972534
e887be276bf553575b20ed1a0de8833d9cb7e247,-3274165187152.3926
cc8794762ffa592758b5117d67e0d02e2e8b9c49,548.0809779167175
894d277c608610fa8c31db531f64582b9569b2e9,456.09537839889526
b2e029961aa0f20071b74708e0d97e6f200ec582,454.74315214157104
12c7d85e168b09a0278df140a22bcb0052a59b0a,425.97451734542847
64c4892488a9c6281bdabf467a0b5a6382d248e6,493.8911051750183
944e790f6e64eccf6df361247858165f17dd7abb,-3274165187160.633
ac112e94587e6e4249b7182329ee5a5040ae94ea,559.5479769706726
a58cf11e498228f9aaca92b0c49f955a6163fb59,431.3494906425476
e8c84701c041b7f3b39f3125a0449fa633589fbe,469.36012983322144
af8dd560d9ea4adcfd0d2b6b5f81f95fad9c3222,566.2479481697083
c650c8f7cbe1a7b00f4edbcf43c8b97ce85d0d64,-3274165187174.3955
ac9cc7dbe0e70fb6717aa371a23aa75e6594ec02,420.7745280265808
e64ad901853230e396be49311ea98121c348fac6,488.03919649124146
8532af19be3729ea233c1f29e4c015820fc7fb3a,497.5424008369446
6de1d7f2ad49d20e5782f8cacf4f0b677ff2d316,453.38921785354614
26853fd075fe27954772c3070997635b94f32b83,401.7150492668152
3159f29994dadd5cba1f94c3f3b9ac69e24c1cc2,523.6668000221252
574ec310dee846f9ae8eb278480257d463f6fbcc,485.3631319999695
ebb32b8df4ff9b202ba904f310724ce230cb4305,-3274165187139.157
8a46e35787225c3e7adef2b998ad9c93a952106b,519.5617899894714
b62bf908b504e8c6898777a7f5b88afed358caea,429.5332598686218
10d22971ca4f53fc62d02905809ff1c37fbb68fc,595.2887148857117
0efd9ad5eb41ad08e1f1af9fbe59eb5845323860,442.9972310066223
cad47b624b484cb16291449cee30707a46c20199,-3274165187163.051
8f2c4684ec70392c718c278b10b04ddfbd4ced1f,574.2780709266663
bb6c0df09cb6663f142ce6da382b804353453af2,-3274165187137.6475
c03f2bcf9ef69bcfdf270b6ffc6110408f0ead41,457.91212701797485
7bd0affe1bdd3681a0faecd80a3d48c023b986de,-3274165187135.7188
d76614020539405f481c0f5ffb9e6f88a0bf21b7,430.1672577857971
5ce2df96a99343819ead41bf242044177439696d,-3274165187169.3726
c7463ccdb0d2ad76b5823bfd016d420e02f4acc0,-3274165187173.959
a9216c3fc0c0bf14cda0ca26a71c205458b74896,-3274165187174.423
92acabe95cd7dd1ae1dd63547cde3a4939cf7e2e,521.2874569892883
ddbf5769bc4a6fb2aa16e5a031d8eb7796d1c04c,439.8237261772156
176b027cd932b17fcb6f119cfcef338a175062b8,368.0553402900696
41474f2dda61d97f38ba79906d3dbcce223d1bd1,487.95766496658325
421eb738f9e2ea73e5f4227c915762d6421102ac,-3274165187144.914
1c5a1514e6a5c44e5683ec01698a83ce474c2e4d,503.48714780807495
f113b266aeb3cb19dca62ae88de7cc55a13efbf1,-3274165187150.931
134d96275e3893946c3a0e1d59f86b336fe64f6e,-3274165187171.663
d4e97da32ccb6987ec074aa48c24ce949c05a78c,420.3684573173523
fa556e489987a0588e9a8edb5327e2bde1679670,-3274165187141.331
95c1d266a2524560761df98b376c17604733a6ad,576.9497599601746
c11c4303d2632cde64105a35554ecb77a8564260,475.44527769088745
30ddf113f77266181ef7bf57ea7d4ca3f505fec7,475.55385541915894
6d94e9582cfdb5d239f21b3ba08b619d81c5e8aa,565.149706363678
3671441f51dc0c3d052e87d6b8beba46bb70bfeb,423.8667502403259
580c34923cbde328e0aef1641dd02033fc862c04,446.49574995040894
156e1fb82056b0f6953c443446eb4dcceed7c03b,-3274165187171.5366
29d8bf198da9caa59047268faca60207da24d1b7,560.1029305458069
1b3f80a1cd9fff0408e96169fcaf006936b34fed,456.76657724380493
b5932043b62e0c58e16e2cc2c9d5489390e5c895,440.2260842323303
99092cc60948943c59d68d62ed81a75a03059113,493.5361256599426
fbfc631ae23a558d8dd92916cf2e8b5f923b0681,-3274165187169.0786
dd69fca6f17420dc911016a79e70583ca7ea330d,410.8610911369324
d387995af060965fb9d18973f3dbf4904f071066,415.5915493965149
27dbf6c09f5e0f3756ad3e9ea156fbc330601a6a,475.5303530693054
543674772357cf9d8a7a8e7dfb89384af80ec30e,479.5787949562073
80a12b8a4c9df4ef4f78a33d41858b6f1ea24144,412.9697337150574
dc2699d27649dbe52ebbe10001c0bb5ba71310c0,-3274165187452.6055
0736d379ea0962e316ce84cce8e883321be36abb,441.90194177627563
98cc842c547c69a0d27776e272fd8b61131b0b37,416.0021548271179
890b7696fa85ca2b3e90b3951efec2135e88d5cf,449.18496656417847
f3c4cd2f095979416fcac08d630fb1b1623ba5d6,649.5787720680237
d84b48f7dc7a6e387e6e985525143589754c5b13,457.82638025283813
71c9f09a9ed64f1cf7ba1bef4a614ad21e00afc9,497.0654215812683
dc4fe9d4124d9278f58f6f999711116a3fe58be7,478.7291178703308
f6624d763619c0898b34dc02adf06f53a1721cd0,452.9805750846863
60b1c12559860e7ad966da4c4db5c78e17278fc0,505.743155002594
a3f3dcb89101d86171f8bb4f4f57939717cf298a,-3274165187179.7017
4f365503582b97ea96462d0d36895a5e7f5926df,433.7392420768738
c80869804effb21d50cc8fff3f4c27ba5521240c,422.2177872657776
d0f351638d60e84b890a498d69c9a7961cdcdf36,486.9161868095398
48e8ec135997ff3676648d5c144c3c7150a7bbb1,406.9516177177429
45484014aefd10ea3e4b08fb93e66c251709cca6,438.129554271698
ccd8d735f7b3c980582f9086a6cae8b9ce8dea54,455.98212003707886
b2e2d1aa1a539b402da8b8fe52520fdf9ed7cdd9,392.2517533302307
25c9e3b023d4d32d0f15cb9041ea6b2bfbec6a63,604.5837159156799
0fb75ce5f51e8afaf504c75de131eb31f89faf4f,393.8585057258606
26e6e8cec21236dfc21cf98812a3d99a3f87d99b,590.111129283905
c83c66733c5bd90a59996e473bb69e44f6522976,425.39006662368774
69c67ff1933e4fa099182bbcb24a229d0ad84d5d,-3274165187161.134
4c373daf5547a6292c4905696c148ec83f95f083,-3274165187136.1934
4549620b5459bb28990580f4ca0b4c2adc5b1a68,-3274165187125.309
87f89c855f377c5b100ad2986cc6569e31d94a98,535.4159731864929
d0d8601aab147c191ae37365a930c1ed3eb0414b,-3274165187178.3447
9a25537903e8e7eab1dfb357903d241e24e86fb8,-3274165187149.882
eaecf3dd32668664e1dcc2d6c7a69042824806a6,434.2487778663635
d19fa85793fcb8ae3126d10592c9c57d3b32971f,-3274165187172.297
c59b370d3aa06b68878c836bceac844953d74972,477.02453565597534
5a6d397150d1a9e9c82e120f92d1e782da34bddb,-3274165187167.358
b2128312e70fdb830091aecb6b27d82617e2e226,436.8982300758362
8257941af168c0cc15f28bd596fd922352dae732,398.40432691574097
854ce153823802674f35bbe1ec010b12e9b3a56f,424.8327622413635
27f1db4e266b154f6f7fbef9c225fab472652a7b,404.8258843421936
11b90bed4a05d11169f308370faf81d6e9ca2c4f,398.9354090690613
5c55b7aeae6cb75ec715b4629812175239e45c15,-3274165187180.8594
1391c7de937e0fea2ad23ebb111e513bf2aca2af,-3274165187124.6543
e9488c35627294cd8f5a809c0667aef7a3f0d465,-3274165187184.1104
39c22d725a24b290af887b25175ae0a8d560db4b,-3274165187186.189
e001e1d73163c327a4d800697b1b36cd6921f60d,469.8935618400574
b83424ca8973e4b2eebf6eb9e26e842999432d22,403.7923045158386
202da3f471204ad489ebf0c3856437337534112d,-3274165187188.33
912d751c54b46c860c5ba61666fc6fc59ca2689d,363.93589448928833
8376d681a277c58f06ab633a06eaa66391126246,-3274165187127.371
e114f7b197069bde8e158a0dbeaa022dd0c4e280,438.3622498512268
fa84edf183bd459ea9394d77bdc191683a75ff66,555.7910828590393
76190ff09a736ff83169394b770699b2709c5a27,481.00132036209106
515db15df8581ae72bb8e8358833016adee74e02,474.37371015548706
e2a05053c19e6fba60d0e582e6c7f371728a7106,420.1579079627991
66c14322296ac259374ec98c5c3bb2bd67ba25e9,-3274165187136.5977
2378556841bc8d5746f2b94d6adefc2db20f9518,562.1074442863464
1e6d55d7b1f72e9b7a8ea53f60f9434f830bc49a,-3274165187156.161
796d558152d241567f8a72b535a5e36fe78886f3,414.08873319625854
1093edca7a04127a6e04570ee9cb58ef1bc0a69a,516.0184512138367
3c748fc7a94edb7ac1484373751ffa8574a3281d,433.1628031730652
344a6fc8038e291a6371f94963d7a7f5e1c4d55b,420.5319561958313
92510f53e4c26c81c3bb41aa9b4e967d1697cd12,-3274165187155.983
10a1e8808e744c619376bff659f859cd71e8c41d,446.15337228775024
fc959dafc37dde3f173f083486d84ce5c817443f,413.99721479415894
6979d91c0a1903a336c640e14eed100821a0e24d,472.78920698165894
d4e37c4c1235ce014392f6c8ba0436f195b9e459,533.0471415519714
65ce75c2865eb4ae98e31b45fdc15f400d59e8cb,-3274165187117.174
565a955a60c6073157aa869c0351c626a7171ef3,533.1763367652893
5697c01ee87a008056ebc0993a1028b41a26d251,-3274165187121.5586
99be797e423b5ae08fe342ea772738f71975df47,604.6784663200378
b579ea83f2d6c15b2c717d16a89827d65f39904b,487.84603357315063
e9373b5c22567bec508f2fa2580e4dc3ff687caa,568.783679485321
a465af361b68bd536dd8bf61d522b9b21755ab60,508.615825176239
c8feec2a94d996d03534ce935dec7a034667f107,699.7450442314148
af1890b4dbccbf8b6af56051a39bd4b13d1c971b,482.42694902420044
f4f7888cfe88b7a3b0f3d94749921976353ae82c,448.11214303970337
cdf60a765205a4e99eab17c72a68ff9cfd019dc6,446.5871539115906
2e466f15ac7b80870736fac2d0cf4bd7f362e852,463.29511976242065
85fd1d2ab6ab9205e3ca4770dd1f6205e1f3de70,-3274165187142.336
fc83a5c665f70f39b4c7d326118cbf21a898e660,620.8598208427429
c26fbd904781a4f6c37a8f8969778f687c6c1424,-3274165187142.675
ced4913c2220be57c54bc9f87bb4f441d5976671,468.2246813774109
880ade460a231d722e8bb0e4d17f3c8f77663d37,393.0086407661438
7c869f5b89ddf3130c87011b6508ee59e32682c5,422.6806321144104
9027f65d4e576928ca59690c280050c53d66506a,689.6728434562683
09eb415bcb9842d207139c8bddf32427a134d51e,523.7677149772644
f8224c83e27f4921df62876f7ff660b1dab3d974,465.47910165786743
628b91ee9b4e1e4564424fbfff2ea9f8eddca032,-3274165187170.8135
dfec3182aec0997207e0845b072498065ec89aac,663.6144938468933
d653549f6d0ba70e2113b2cc56e9a83e331d2462,563.5352473258972
e95674df974af80342f676ca9e3540aecec2b8dc,481.23593854904175
f9333cc1eb8af5bca5469d91e2c5d5f661b118ea,535.8457598686218
2b7b15015ab18dc51893827c7e3f01d931a70410,-3274165187178.397
22d86e8b43a9412df86ec15ac231b9919e3ec905,431.5201487541199
1c61035799f6afe7f44c1fb68567d7a8945c3943,603.9860453605652
d5ed4b8732b0d7127a64f7e71137d321c56cc198,413.85077142715454
63edbbe59337f861a710bee4fe8a691d231f23da,412.65895414352417
f62bf9257782d839d38f84376b79611ed0de655d,-3274165187135.955
cf14952b5b09ad1a9497769e3a08da2fd74c6102,-3274165187168.587
21b8ef230efbfca6b5f15b36a3243d76ed390967,500.76021242141724
fdfca50f5e6cacd5b30bc546f0fbc271e9a312ff,407.6918625831604
467fdbfc0c6cab31b0d85ec5e373d82fa3790321,-3274165187169.3545
3de3c134579726fe4606b7a05f82ce19f00adb09,626.4984316825867
0f3f9e48790ed9d6ed17ff5e9cb989849b31cc8c,397.2179789543152
bdaf0955746c2cdd3b9ac2538c7502d312fffed8,394.15401887893677
520c60d32fd2af8be76abd332859b36d8ae45900,439.6821780204773
6cb6e2310b52c2898e500f81bea938446592568b,484.1276431083679
0193b535914e1c5a445bede11a408bf1709cd3cb,481.9568552970886
f3669f0c65dbf99cdf8f5f176587e84d5fc7560f,531.3133149147034
c512a461034cd90a9c5f1a32332b748041cfeba3,-3274165187158.717
6f77bbe0fc418131d06d15f50b30073eae680dbb,-3274165187126.573
9b378e3937af8e97d4753cdf0c8917306354aaaf,470.58055448532104
1c92f54a5fe563622a0e23cf116461a7e147efd8,520.3332505226135
90facc45f7578775e3278aa0bd4fb59dad4d37c1,409.8578791618347
563bd02a1204c85e79026a020ba5af29bce95c12,-3274165187087.3584
c8062c4cc7e023996bd37b87295f5a2957ddb172,480.51218366622925
ea7cc5987f9cc7f756d501961f64fa5769013823,-3274165187191.0825
f654c32a17935317b2e91d8e16aa8dcbf88e2ef2,572.0943140983582
7dd5b0fad5bd47ecbf2e047dee24866a9b5899d6,445.0510287284851
1b61f7e184c7040ae4cea725153965e1f7f75308,446.8628764152527
aea68e00d370c2a0cfd02bf868824dec427bf23a,-3274165187164.603
bdfdc7207977f88b15b3d0559fbf6f05b970c9cb,-3274165187156.1357
95a9c65324583892b2d1a0c1c5163488f92d4a6d,422.52941942214966
5b7e7632cf766876026d0da6aa7c6df77bc13438,415.57434034347534
a3be14b06b7aef01331da18e7a1678222b563151,-3274165187166.8203
92b8965cf3fb76d11e5061f26e577c23d212b9c5,-3274165187120.505
96fd0462597b8cf21b1e918c1947106cd8359e5d,519.622814655304
5c1cef937c40bf8c30c119160bedde7ef679454e,617.2901215553284
27dce80bee1eadbcd82bc7d09adb063e116870f6,-3274165187182.2285
271a7e5b703fc3f29f6669415048a760e6355c5b,-3274165187127.6533
e39fbeab552a4b6492346d821d095c3a0d691555,409.37800550460815
93694c58636eabfe86550e734efb3775ba4d739f,491.1203408241272
8982636d1f9cc5832eddae4d8a04ee2c6adbaebd,657.3521342277527
6c05e70130682975c1485a862b6e08b895650671,463.9745936393738
8db36ae38c19710d51d3715a6b2a5ecd84f94ff4,384.7108693122864
15043d6ede69cc06a2f2a72afcb05c1cdb5870d6,383.2168068885803
283df09083d3c7bec2590f22355c7ba32ec88623,505.7544846534729
40b96e97dc29dfc990656e30c1038e846b6c8ff2,-3274165187142.0664
ff362d0a648559b9146fb97ee248eb423c3d6a50,-3274165187149.845
717ae2ab18e7ba03c4f3af66500ece6580b29b71,-3274165187181.276
5ae9771e0cd24b8eb599de2e0fd2e04a26520dd3,548.5045094490051
23131f453efc29c2af9553d307692c60a3add1ae,446.4358820915222
da42a6267fe6eb7baa0a4fd2a18aad577e6889b2,442.32781076431274
941646a7d24ee2837d7de90ff0a736bb8f61d68c,405.1555247306824
cd705413010e6e74f3b90ee78dbbd8b767488f0c,-3274165187196.7397
5cd0dfc9a768868f28b11f9cf7870f11cc1ed185,486.6797442436218
cb4393cd17b5bdc120dbc15ddd255aa1f35ba090,417.4557795524597
72882a9cffe151d94be90e02ce3967a91b628099,496.7041039466858
cf62916c9829bd3ad05104151eee856d6de7ca1c,616.4083199501038
6b8f4241357e65c0491cc0ef96396f811574134c,444.801242351532
298806ed4313157d412e860ac3ea8833d6ca6970,-3274165187167.0312
268d48d0247f055ce2ebdd47cd5d1d3ec45246dc,381.25384187698364
4485f973590cff61be5ec78cb3032d5fdf25b809,-3274165187176.5493
afd0fa3f3fc672e3c5d6c21173b5ba3b8caa5c8e,430.0303807258606
e2252b8e020cdf19b796baeb7b2c7b000a7bfb87,-3274165187176.049
8288badec4740382dbf7c33e4095cd4db0021bf7,386.6666407585144
5e139289eb167622f915eea3d1d6e49d15d1c873,532.0639491081238
fc050b2c8fa3446890fe1418332352177dd34506,456.05401945114136
8f309746992f374b4c2ea88f171233a9469ba649,459.4185709953308
